,dteday,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,time_category,day_name,cat_weeks
3252,2011-05-20,0,5,10,0,5,1,1,0.56,0.5303,0.64,0.194,44,104,148.0,Morning,Friday,Workday
3253,2011-05-20,0,5,11,0,5,1,2,0.58,0.5455,0.6,0.194,63,133,196.0,Morning,Friday,Workday
3254,2011-05-20,0,5,12,0,5,1,2,0.6,0.6212,0.56,0.2537,69,186,255.0,Day,Friday,Workday
3255,2011-05-20,0,5,13,0,5,1,3,0.6,0.6212,0.56,0.2836,60,172,232.0,Day,Friday,Workday
3256,2011-05-20,0,5,14,0,5,1,1,0.62,0.6212,0.53,0.2239,66,131,197.0,Day,Friday,Workday
3257,2011-05-20,0,5,15,0,5,1,2,0.6,0.6212,0.56,0.194,74,168,242.0,Day,Friday,Workday
3258,2011-05-20,0,5,16,0,5,1,2,0.6,0.6212,0.53,0.1642,61,269,330.0,Day,Friday,Workday
3259,2011-05-20,0,5,17,0,5,1,1,0.62,0.6212,0.53,0.0,71,483,554.0,Day,Friday,Workday
3260,2011-05-20,0,5,18,0,5,1,1,0.6,0.6212,0.56,0.1642,79,394,473.0,Afternoon,Friday,Workday
3261,2011-05-20,0,5,19,0,5,1,1,0.58,0.5455,0.64,0.0896,49,253,302.0,Afternoon,Friday,Workday
3262,2011-05-20,0,5,20,0,5,1,1,0.58,0.5455,0.64,0.1045,40,180,220.0,Afternoon,Friday,Workday
3263,2011-05-20,0,5,21,0,5,1,1,0.56,0.5303,0.64,0.1045,40,155,195.0,Afternoon,Friday,Workday
3264,2011-05-20,0,5,22,0,5,1,1,0.54,0.5152,0.73,0.0,28,124,152.0,Afternoon,Friday,Workday
3265,2011-05-20,0,5,23,0,5,1,1,0.52,0.5,0.72,0.1642,15,100,115.0,Afternoon,Friday,Workday
3266,2011-05-21,0,5,0,0,6,0,1,0.52,0.5,0.77,0.1045,20,78,98.0,Night,Saturday,Weekend
3267,2011-05-21,0,5,1,0,6,0,1,0.52,0.5,0.72,0.0,8,64,72.0,Night,Saturday,Weekend
3268,2011-05-21,0,5,2,0,6,0,1,0.52,0.5,0.72,0.1045,5,35,40.0,Night,Saturday,Weekend
3269,2011-05-21,0,5,3,0,6,0,1,0.48,0.4697,0.82,0.1045,7,12,19.0,Night,Saturday,Weekend
3270,2011-05-21,0,5,4,0,6,0,1,0.46,0.4545,0.88,0.1343,1,6,7.0,Night,Saturday,Weekend
3271,2011-05-21,0,5,5,0,6,0,1,0.46,0.4545,0.88,0.1045,1,4,5.0,Night,Saturday,Weekend
3272,2011-05-21,0,5,6,0,6,0,1,0.5,0.4848,0.82,0.1343,6,22,28.0,Morning,Saturday,Weekend
3273,2011-05-21,0,5,7,0,6,0,1,0.54,0.5152,0.73,0.1343,10,33,43.0,Morning,Saturday,Weekend
3274,2011-05-21,0,5,8,0,6,0,1,0.56,0.5303,0.68,0.2836,29,97,126.0,Morning,Saturday,Weekend
3275,2011-05-21,0,5,9,0,6,0,1,0.6,0.6061,0.64,0.2239,60,165,225.0,Morning,Saturday,Weekend
3276,2011-05-21,0,5,10,0,6,0,1,0.62,0.6061,0.61,0.1045,114,201,323.0,Morning,Saturday,Weekend
3277,2011-05-21,0,5,11,0,6,0,1,0.64,0.6212,0.53,0.1343,114,245,418.0,Morning,Saturday,Weekend
3278,2011-05-21,0,5,12,0,6,0,1,0.66,0.6212,0.5,0.0,114,271,493.0,Day,Saturday,Weekend
3279,2011-05-21,0,5,13,0,6,0,1,0.7,0.6364,0.45,0.0,114,271,462.0,Day,Saturday,Weekend
3280,2011-05-21,0,5,14,0,6,0,1,0.72,0.6515,0.42,0.0,114,269,456.0,Day,Saturday,Weekend
3281,2011-05-21,0,5,15,0,6,0,1,0.72,0.6515,0.45,0.2537,114,274,506.0,Day,Saturday,Weekend
3282,2011-05-21,0,5,16,0,6,0,2,0.72,0.6515,0.39,0.2537,114,267,471.0,Day,Saturday,Weekend
3283,2011-05-21,0,5,17,0,6,0,2,0.72,0.6515,0.42,0.1642,114,253,444.0,Day,Saturday,Weekend
3284,2011-05-21,0,5,18,0,6,0,2,0.7,0.6364,0.45,0.1642,114,253,444.0,Afternoon,Saturday,Weekend
3285,2011-05-21,0,5,19,0,6,0,1,0.68,0.6364,0.47,0.1642,114,184,301.0,Afternoon,Saturday,Weekend
3286,2011-05-21,0,5,20,0,6,0,1,0.62,0.6061,0.61,0.0,84,164,248.0,Afternoon,Saturday,Weekend
3287,2011-05-21,0,5,21,0,6,0,1,0.62,0.6061,0.61,0.1045,77,150,227.0,Afternoon,Saturday,Weekend
3288,2011-05-21,0,5,22,0,6,0,1,0.6,0.5909,0.69,0.1343,78,126,204.0,Afternoon,Saturday,Weekend
3289,2011-05-21,0,5,23,0,6,0,1,0.58,0.5455,0.78,0.0896,42,103,145.0,Afternoon,Saturday,Weekend
3290,2011-05-22,0,5,0,0,0,0,1,0.54,0.5152,0.88,0.1642,31,100,131.0,Night,Sunday,Weekend
3291,2011-05-22,0,5,1,0,0,0,1,0.52,0.5,0.94,0.1343,17,81,98.0,Night,Sunday,Weekend
3292,2011-05-22,0,5,2,0,0,0,1,0.52,0.5,0.94,0.1045,18,50,68.0,Night,Sunday,Weekend
3293,2011-05-22,0,5,3,0,0,0,1,0.5,0.4848,1.0,0.1045,10,23,33.0,Night,Sunday,Weekend
3294,2011-05-22,0,5,4,0,0,0,1,0.5,0.4848,1.0,0.0,3,9,12.0,Night,Sunday,Weekend
3295,2011-05-22,0,5,5,0,0,0,1,0.5,0.4848,1.0,0.1045,1,5,6.0,Night,Sunday,Weekend
3296,2011-05-22,0,5,6,0,0,0,1,0.52,0.5,0.94,0.1045,5,13,18.0,Morning,Sunday,Weekend
3297,2011-05-22,0,5,7,0,0,0,1,0.54,0.5152,0.88,0.1045,13,27,40.0,Morning,Sunday,Weekend
3298,2011-05-22,0,5,8,0,0,0,1,0.6,0.5909,0.73,0.0896,29,65,94.0,Morning,Sunday,Weekend
3299,2011-05-22,0,5,9,0,0,0,1,0.62,0.6061,0.69,0.1045,59,130,189.0,Morning,Sunday,Weekend
3300,2011-05-22,0,5,10,0,0,0,1,0.64,0.6061,0.65,0.1343,114,170,305.0,Morning,Sunday,Weekend
3301,2011-05-22,0,5,11,0,0,0,1,0.7,0.6515,0.54,0.194,114,209,373.0,Morning,Sunday,Weekend
3302,2011-05-22,0,5,12,0,0,0,2,0.72,0.6667,0.51,0.194,114,255,401.0,Day,Sunday,Weekend
3303,2011-05-22,0,5,13,0,0,0,2,0.66,0.6212,0.54,0.2239,114,275,455.0,Day,Sunday,Weekend
3304,2011-05-22,0,5,14,0,0,0,3,0.62,0.6061,0.69,0.194,114,191,316.0,Day,Sunday,Weekend
3305,2011-05-22,0,5,15,0,0,0,2,0.66,0.6212,0.61,0.1642,110,221,331.0,Day,Sunday,Weekend
3306,2011-05-22,0,5,16,0,0,0,1,0.68,0.6364,0.61,0.1343,72,201,273.0,Day,Sunday,Weekend
3307,2011-05-22,0,5,17,0,0,0,1,0.7,0.6515,0.58,0.2537,93,213,306.0,Day,Sunday,Weekend
3308,2011-05-22,0,5,18,0,0,0,1,0.66,0.6212,0.61,0.2239,114,238,358.0,Afternoon,Sunday,Weekend
3309,2011-05-22,0,5,19,0,0,0,1,0.66,0.6212,0.61,0.194,107,193,300.0,Afternoon,Sunday,Weekend
3310,2011-05-22,0,5,20,0,0,0,1,0.64,0.6061,0.65,0.1642,57,174,231.0,Afternoon,Sunday,Weekend
3311,2011-05-22,0,5,21,0,0,0,1,0.62,0.5909,0.73,0.194,27,109,136.0,Afternoon,Sunday,Weekend
3312,2011-05-22,0,5,22,0,0,0,1,0.6,0.5606,0.83,0.1343,35,86,121.0,Afternoon,Sunday,Weekend
3313,2011-05-22,0,5,23,0,0,0,2,0.58,0.5455,0.83,0.1343,19,46,65.0,Afternoon,Sunday,Weekend
3314,2011-05-23,0,5,0,0,1,1,2,0.56,0.5303,0.88,0.1343,23,18,41.0,Night,Monday,Workday
3315,2011-05-23,0,5,1,0,1,1,1,0.56,0.5303,0.88,0.1045,4,5,9.0,Night,Monday,Workday
3316,2011-05-23,0,5,2,0,1,1,3,0.56,0.5303,0.88,0.1642,2,3,5.0,Night,Monday,Workday
3317,2011-05-23,0,5,3,0,1,1,3,0.54,0.5152,0.94,0.1642,0,4,4.0,Night,Monday,Workday
3318,2011-05-23,0,5,4,0,1,1,2,0.54,0.5152,0.94,0.0,2,2,4.0,Night,Monday,Workday
3319,2011-05-23,0,5,5,0,1,1,2,0.54,0.5152,0.94,0.0,0,11,11.0,Night,Monday,Workday
3320,2011-05-23,0,5,6,0,1,1,2,0.54,0.5152,1.0,0.0,4,92,96.0,Morning,Monday,Workday
3321,2011-05-23,0,5,7,0,1,1,2,0.56,0.5303,0.94,0.1045,13,223,236.0,Morning,Monday,Workday
3322,2011-05-23,0,5,8,0,1,1,1,0.6,0.5455,0.88,0.194,50,359,409.0,Morning,Monday,Workday
3323,2011-05-23,0,5,9,0,1,1,1,0.6,0.5455,0.88,0.2239,36,131,167.0,Morning,Monday,Workday
3324,2011-05-23,0,5,10,0,1,1,1,0.66,0.6212,0.74,0.2985,49,72,121.0,Morning,Monday,Workday
3325,2011-05-23,0,5,11,0,1,1,1,0.68,0.6364,0.69,0.3881,73,107,180.0,Morning,Monday,Workday
3326,2011-05-23,0,5,12,0,1,1,1,0.68,0.6364,0.69,0.3881,65,139,204.0,Day,Monday,Workday
3327,2011-05-23,0,5,13,0,1,1,2,0.74,0.6818,0.58,0.4179,49,155,204.0,Day,Monday,Workday
3328,2011-05-23,0,5,14,0,1,1,2,0.72,0.6818,0.62,0.4775,57,130,187.0,Day,Monday,Workday
3329,2011-05-23,0,5,15,0,1,1,2,0.72,0.6818,0.62,0.4478,57,119,176.0,Day,Monday,Workday
3330,2011-05-23,0,5,16,0,1,1,2,0.72,0.6818,0.62,0.2985,56,223,279.0,Day,Monday,Workday
3331,2011-05-23,0,5,17,0,1,1,3,0.72,0.6818,0.7,0.3881,56,373,429.0,Day,Monday,Workday
3332,2011-05-23,0,5,18,0,1,1,1,0.7,0.6667,0.74,0.2836,68,385,453.0,Afternoon,Monday,Workday
3333,2011-05-23,0,5,19,0,1,1,1,0.7,0.6667,0.74,0.2239,56,302,358.0,Afternoon,Monday,Workday
3334,2011-05-23,0,5,20,0,1,1,1,0.64,0.5758,0.83,0.2239,39,271,310.0,Afternoon,Monday,Workday
3335,2011-05-23,0,5,21,0,1,1,1,0.64,0.5758,0.89,0.2239,33,155,188.0,Afternoon,Monday,Workday
3336,2011-05-23,0,5,22,0,1,1,1,0.62,0.5455,0.94,0.2239,25,106,131.0,Afternoon,Monday,Workday
3337,2011-05-23,0,5,23,0,1,1,2,0.62,0.5606,0.88,0.194,19,53,72.0,Afternoon,Monday,Workday
3338,2011-05-24,0,5,0,0,2,1,2,0.6,0.5152,0.94,0.194,12,23,35.0,Night,Tuesday,Workday
3339,2011-05-24,0,5,1,0,2,1,2,0.6,0.5152,0.94,0.1642,6,9,15.0,Night,Tuesday,Workday
3340,2011-05-24,0,5,2,0,2,1,2,0.6,0.5152,0.94,0.194,2,8,10.0,Night,Tuesday,Workday
3341,2011-05-24,0,5,3,0,2,1,2,0.58,0.5455,0.94,0.1045,0,2,2.0,Night,Tuesday,Workday
3342,2011-05-24,0,5,4,0,2,1,1,0.6,0.5455,0.88,0.1045,1,3,4.0,Night,Tuesday,Workday
3343,2011-05-24,0,5,5,0,2,1,2,0.58,0.5455,0.94,0.2537,2,22,24.0,Night,Tuesday,Workday
3344,2011-05-24,0,5,6,0,2,1,2,0.58,0.5455,0.94,0.194,10,102,112.0,Morning,Tuesday,Workday
3345,2011-05-24,0,5,7,0,2,1,3,0.64,0.5909,0.78,0.194,26,288,314.0,Morning,Tuesday,Workday
3346,2011-05-24,0,5,8,0,2,1,3,0.62,0.5758,0.83,0.2239,31,403,434.0,Morning,Tuesday,Workday
3347,2011-05-24,0,5,9,0,2,1,2,0.64,0.6061,0.73,0.194,27,111,138.0,Morning,Tuesday,Workday
3348,2011-05-24,0,5,10,0,2,1,1,0.7,0.6515,0.61,0.3284,18,90,108.0,Morning,Tuesday,Workday
3349,2011-05-24,0,5,11,0,2,1,1,0.74,0.6667,0.51,0.2239,33,142,175.0,Morning,Tuesday,Workday
3350,2011-05-24,0,5,12,0,2,1,1,0.76,0.6818,0.45,0.3881,41,129,170.0,Day,Tuesday,Workday
3351,2011-05-24,0,5,13,0,2,1,1,0.78,0.697,0.46,0.2537,38,152,190.0,Day,Tuesday,Workday
3352,2011-05-24,0,5,14,0,2,1,1,0.78,0.697,0.46,0.2836,27,126,153.0,Day,Tuesday,Workday
3353,2011-05-24,0,5,15,0,2,1,3,0.74,0.6818,0.55,0.4179,59,129,188.0,Day,Tuesday,Workday
3354,2011-05-24,0,5,16,0,2,1,1,0.66,0.6212,0.69,0.194,52,225,277.0,Day,Tuesday,Workday
3355,2011-05-24,0,5,17,0,2,1,1,0.7,0.6515,0.61,0.1045,56,492,548.0,Day,Tuesday,Workday
3356,2011-05-24,0,5,18,0,2,1,1,0.7,0.6515,0.7,0.194,74,490,564.0,Afternoon,Tuesday,Workday
3357,2011-05-24,0,5,19,0,2,1,1,0.66,0.6212,0.74,0.194,45,310,355.0,Afternoon,Tuesday,Workday
3358,2011-05-24,0,5,20,0,2,1,1,0.66,0.6212,0.74,0.0896,39,241,280.0,Afternoon,Tuesday,Workday
3359,2011-05-24,0,5,21,0,2,1,1,0.64,0.5909,0.78,0.0896,21,168,189.0,Afternoon,Tuesday,Workday
3360,2011-05-24,0,5,22,0,2,1,3,0.62,0.5606,0.88,0.2239,26,115,141.0,Afternoon,Tuesday,Workday
3361,2011-05-24,0,5,23,0,2,1,3,0.66,0.6212,0.74,0.1642,13,53,66.0,Afternoon,Tuesday,Workday
3362,2011-05-25,0,5,0,0,3,1,3,0.6,0.5606,0.83,0.2239,3,32,35.0,Night,Wednesday,Workday
3363,2011-05-25,0,5,1,0,3,1,3,0.58,0.5455,0.83,0.194,6,2,8.0,Night,Wednesday,Workday
3364,2011-05-25,0,5,2,0,3,1,2,0.56,0.5303,0.94,0.0,0,8,8.0,Night,Wednesday,Workday
3365,2011-05-25,0,5,3,0,3,1,1,0.54,0.5152,1.0,0.1343,0,9,9.0,Night,Wednesday,Workday
3366,2011-05-25,0,5,4,0,3,1,1,0.54,0.5152,1.0,0.1045,0,3,3.0,Night,Wednesday,Workday
3367,2011-05-25,0,5,5,0,3,1,1,0.56,0.5303,0.88,0.0896,2,23,25.0,Night,Wednesday,Workday
3368,2011-05-25,0,5,6,0,3,1,1,0.56,0.5303,0.94,0.0896,4,113,117.0,Morning,Wednesday,Workday
3369,2011-05-25,0,5,7,0,3,1,1,0.62,0.5909,0.73,0.1343,29,284,313.0,Morning,Wednesday,Workday
3370,2011-05-25,0,5,8,0,3,1,1,0.64,0.6061,0.69,0.2239,36,495,531.0,Morning,Wednesday,Workday
3371,2011-05-25,0,5,9,0,3,1,1,0.68,0.6364,0.65,0.0896,27,207,234.0,Morning,Wednesday,Workday
3372,2011-05-25,0,5,10,0,3,1,1,0.7,0.6515,0.61,0.0896,30,105,135.0,Morning,Wednesday,Workday
3373,2011-05-25,0,5,11,0,3,1,1,0.74,0.6667,0.51,0.0896,36,104,140.0,Morning,Wednesday,Workday
3374,2011-05-25,0,5,12,0,3,1,1,0.74,0.6818,0.55,0.1343,32,178,210.0,Day,Wednesday,Workday
3375,2011-05-25,0,5,13,0,3,1,1,0.74,0.6818,0.55,0.1343,39,163,202.0,Day,Wednesday,Workday
3376,2011-05-25,0,5,14,0,3,1,1,0.74,0.6818,0.55,0.1642,47,121,168.0,Day,Wednesday,Workday
3377,2011-05-25,0,5,15,0,3,1,1,0.76,0.697,0.52,0.2537,37,145,182.0,Day,Wednesday,Workday
3378,2011-05-25,0,5,16,0,3,1,1,0.74,0.6667,0.51,0.2836,61,238,299.0,Day,Wednesday,Workday
3379,2011-05-25,0,5,17,0,3,1,1,0.74,0.6667,0.51,0.2239,77,499,601.0,Day,Wednesday,Workday
3380,2011-05-25,0,5,18,0,3,1,1,0.72,0.6667,0.58,0.2239,66,451,517.0,Afternoon,Wednesday,Workday
3381,2011-05-25,0,5,19,0,3,1,1,0.7,0.6515,0.61,0.1343,73,332,405.0,Afternoon,Wednesday,Workday
3382,2011-05-25,0,5,20,0,3,1,1,0.7,0.6515,0.61,0.1642,56,284,340.0,Afternoon,Wednesday,Workday
3383,2011-05-25,0,5,21,0,3,1,1,0.66,0.6212,0.69,0.1343,33,203,236.0,Afternoon,Wednesday,Workday
3384,2011-05-25,0,5,22,0,3,1,1,0.66,0.6212,0.69,0.2537,34,140,174.0,Afternoon,Wednesday,Workday
3385,2011-05-25,0,5,23,0,3,1,1,0.64,0.6061,0.73,0.1343,12,74,86.0,Afternoon,Wednesday,Workday
3386,2011-05-26,0,5,0,0,4,1,1,0.64,0.6061,0.73,0.1343,11,34,45.0,Night,Thursday,Workday
3387,2011-05-26,0,5,1,0,4,1,1,0.64,0.6061,0.73,0.1343,3,13,16.0,Night,Thursday,Workday
3388,2011-05-26,0,5,2,0,4,1,1,0.62,0.5758,0.83,0.1045,7,7,14.0,Night,Thursday,Workday
3389,2011-05-26,0,5,3,0,4,1,1,0.6,0.5455,0.88,0.0896,0,4,4.0,Night,Thursday,Workday
3390,2011-05-26,0,5,4,0,4,1,1,0.6,0.5455,0.88,0.0,0,2,2.0,Night,Thursday,Workday
3391,2011-05-26,0,5,5,0,4,1,2,0.6,0.5455,0.88,0.0896,2,25,27.0,Night,Thursday,Workday
3392,2011-05-26,0,5,6,0,4,1,2,0.6,0.5,1.0,0.0896,4,94,98.0,Morning,Thursday,Workday
3393,2011-05-26,0,5,7,0,4,1,2,0.62,0.5455,0.94,0.2537,16,270,286.0,Morning,Thursday,Workday
3394,2011-05-26,0,5,8,0,4,1,2,0.66,0.6061,0.83,0.1642,31,458,489.0,Morning,Thursday,Workday
3395,2011-05-26,0,5,9,0,4,1,1,0.72,0.6818,0.7,0.1642,22,194,216.0,Morning,Thursday,Workday
3396,2011-05-26,0,5,10,0,4,1,1,0.7,0.6667,0.74,0.2836,49,94,143.0,Morning,Thursday,Workday
3397,2011-05-26,0,5,11,0,4,1,1,0.74,0.697,0.66,0.2239,36,124,160.0,Morning,Thursday,Workday
3398,2011-05-26,0,5,12,0,4,1,1,0.78,0.7424,0.59,0.3284,53,141,194.0,Day,Thursday,Workday
3399,2011-05-26,0,5,13,0,4,1,1,0.82,0.7727,0.52,0.2836,52,145,197.0,Day,Thursday,Workday
3400,2011-05-26,0,5,14,0,4,1,1,0.82,0.7727,0.52,0.2836,44,145,189.0,Day,Thursday,Workday
3401,2011-05-26,0,5,15,0,4,1,2,0.82,0.7576,0.46,0.2836,40,101,141.0,Day,Thursday,Workday
3402,2011-05-26,0,5,16,0,4,1,2,0.8,0.7424,0.49,0.3582,58,233,291.0,Day,Thursday,Workday
3403,2011-05-26,0,5,17,0,4,1,1,0.8,0.7273,0.46,0.2836,49,445,494.0,Day,Thursday,Workday
3404,2011-05-26,0,5,18,0,4,1,1,0.8,0.7273,0.46,0.3284,74,404,478.0,Afternoon,Thursday,Workday
3405,2011-05-26,0,5,19,0,4,1,1,0.78,0.697,0.46,0.3284,67,311,378.0,Afternoon,Thursday,Workday
3406,2011-05-26,0,5,20,0,4,1,1,0.72,0.6667,0.58,0.1642,55,267,322.0,Afternoon,Thursday,Workday
3407,2011-05-26,0,5,21,0,4,1,1,0.72,0.6818,0.62,0.0896,45,178,223.0,Afternoon,Thursday,Workday
3408,2011-05-26,0,5,22,0,4,1,1,0.7,0.6515,0.65,0.1343,23,157,180.0,Afternoon,Thursday,Workday
3409,2011-05-26,0,5,23,0,4,1,1,0.7,0.6515,0.65,0.194,17,73,90.0,Afternoon,Thursday,Workday
3410,2011-05-27,0,5,0,0,5,1,1,0.68,0.6364,0.69,0.2537,14,55,69.0,Night,Friday,Workday
3411,2011-05-27,0,5,1,0,5,1,1,0.7,0.6515,0.58,0.2985,14,36,50.0,Night,Friday,Workday
3412,2011-05-27,0,5,2,0,5,1,1,0.68,0.6364,0.61,0.2239,6,12,18.0,Night,Friday,Workday
3413,2011-05-27,0,5,3,0,5,1,1,0.66,0.6212,0.65,0.0896,1,11,12.0,Night,Friday,Workday
3414,2011-05-27,0,5,4,0,5,1,1,0.64,0.6061,0.69,0.1343,2,5,7.0,Night,Friday,Workday
3415,2011-05-27,0,5,5,0,5,1,1,0.64,0.6061,0.65,0.2836,2,29,31.0,Night,Friday,Workday
3416,2011-05-27,0,5,6,0,5,1,1,0.64,0.6061,0.69,0.0896,8,73,81.0,Morning,Friday,Workday
3417,2011-05-27,0,5,7,0,5,1,1,0.64,0.6061,0.73,0.1642,20,229,249.0,Morning,Friday,Workday
3418,2011-05-27,0,5,8,0,5,1,1,0.66,0.6212,0.74,0.2836,25,393,418.0,Morning,Friday,Workday
3419,2011-05-27,0,5,9,0,5,1,1,0.7,0.6515,0.65,0.2836,37,190,227.0,Morning,Friday,Workday
3420,2011-05-27,0,5,10,0,5,1,1,0.72,0.6667,0.54,0.3881,42,111,153.0,Morning,Friday,Workday
3421,2011-05-27,0,5,11,0,5,1,2,0.74,0.6818,0.55,0.3284,40,126,166.0,Morning,Friday,Workday
3422,2011-05-27,0,5,12,0,5,1,2,0.76,0.697,0.55,0.2985,53,190,243.0,Day,Friday,Workday
3423,2011-05-27,0,5,13,0,5,1,1,0.74,0.6818,0.58,0.194,51,158,209.0,Day,Friday,Workday
3424,2011-05-27,0,5,14,0,5,1,1,0.76,0.697,0.55,0.2537,51,188,239.0,Day,Friday,Workday
3425,2011-05-27,0,5,15,0,5,1,1,0.78,0.7121,0.49,0.2836,98,258,356.0,Day,Friday,Workday
3426,2011-05-27,0,5,16,0,5,1,2,0.76,0.697,0.55,0.3881,63,356,419.0,Day,Friday,Workday
3427,2011-05-27,0,5,17,0,5,1,1,0.74,0.6818,0.58,0.3881,77,414,491.0,Day,Friday,Workday
3428,2011-05-27,0,5,18,0,5,1,2,0.72,0.6818,0.62,0.2985,89,310,399.0,Afternoon,Friday,Workday
3429,2011-05-27,0,5,19,0,5,1,3,0.6,0.5758,0.78,0.2537,69,210,279.0,Afternoon,Friday,Workday
3430,2011-05-27,0,5,20,0,5,1,2,0.62,0.5909,0.73,0.2239,24,120,144.0,Afternoon,Friday,Workday
3431,2011-05-27,0,5,21,0,5,1,1,0.6,0.5606,0.83,0.1045,37,114,151.0,Afternoon,Friday,Workday
3432,2011-05-27,0,5,22,0,5,1,1,0.6,0.5758,0.78,0.1343,25,116,141.0,Afternoon,Friday,Workday
3433,2011-05-27,0,5,23,0,5,1,1,0.58,0.5455,0.88,0.1343,23,104,127.0,Afternoon,Friday,Workday
3434,2011-05-28,0,5,0,0,6,0,1,0.58,0.5455,0.88,0.1343,15,79,94.0,Night,Saturday,Weekend
3435,2011-05-28,0,5,1,0,6,0,1,0.58,0.5455,0.88,0.194,8,47,55.0,Night,Saturday,Weekend
3436,2011-05-28,0,5,2,0,6,0,1,0.56,0.5303,0.94,0.194,13,35,48.0,Night,Saturday,Weekend
3437,2011-05-28,0,5,3,0,6,0,1,0.56,0.5303,0.88,0.2239,2,13,15.0,Night,Saturday,Weekend
3438,2011-05-28,0,5,4,0,6,0,1,0.56,0.5303,0.88,0.2537,0,4,4.0,Night,Saturday,Weekend
3439,2011-05-28,0,5,5,0,6,0,1,0.56,0.5303,0.88,0.2239,4,3,7.0,Night,Saturday,Weekend
3440,2011-05-28,0,5,6,0,6,0,1,0.58,0.5455,0.83,0.2537,3,16,19.0,Morning,Saturday,Weekend
3441,2011-05-28,0,5,7,0,6,0,1,0.6,0.5606,0.83,0.2537,17,33,50.0,Morning,Saturday,Weekend
3442,2011-05-28,0,5,8,0,6,0,1,0.62,0.5909,0.78,0.194,27,75,102.0,Morning,Saturday,Weekend
3443,2011-05-28,0,5,9,0,6,0,1,0.64,0.6061,0.73,0.2537,61,116,177.0,Morning,Saturday,Weekend
3444,2011-05-28,0,5,10,0,6,0,1,0.7,0.6515,0.65,0.2239,110,166,276.0,Morning,Saturday,Weekend
3445,2011-05-28,0,5,11,0,6,0,1,0.7,0.6515,0.65,0.2239,114,178,349.0,Morning,Saturday,Weekend
3446,2011-05-28,0,5,12,0,6,0,1,0.72,0.6667,0.58,0.2537,114,213,358.0,Day,Saturday,Weekend
3447,2011-05-28,0,5,13,0,6,0,1,0.72,0.6818,0.62,0.2239,114,217,385.0,Day,Saturday,Weekend
3448,2011-05-28,0,5,14,0,6,0,1,0.74,0.6818,0.58,0.2239,114,210,382.0,Day,Saturday,Weekend
3449,2011-05-28,0,5,15,0,6,0,1,0.74,0.6818,0.55,0.2239,114,187,374.0,Day,Saturday,Weekend
3450,2011-05-28,0,5,16,0,6,0,1,0.76,0.697,0.55,0.2836,114,201,402.0,Day,Saturday,Weekend
3451,2011-05-28,0,5,17,0,6,0,1,0.74,0.6818,0.55,0.2985,114,161,341.0,Day,Saturday,Weekend
3452,2011-05-28,0,5,18,0,6,0,1,0.72,0.6818,0.62,0.2537,114,212,385.0,Afternoon,Saturday,Weekend
3453,2011-05-28,0,5,19,0,6,0,1,0.7,0.6515,0.65,0.194,99,153,252.0,Afternoon,Saturday,Weekend
3454,2011-05-28,0,5,20,0,6,0,1,0.7,0.6515,0.65,0.2239,68,128,196.0,Afternoon,Saturday,Weekend
3455,2011-05-28,0,5,21,0,6,0,1,0.66,0.6212,0.74,0.2985,87,114,201.0,Afternoon,Saturday,Weekend
3456,2011-05-28,0,5,22,0,6,0,1,0.66,0.6061,0.78,0.2239,46,115,161.0,Afternoon,Saturday,Weekend
3457,2011-05-28,0,5,23,0,6,0,1,0.64,0.5758,0.83,0.194,44,81,125.0,Afternoon,Saturday,Weekend
3458,2011-05-29,0,5,0,0,0,0,1,0.64,0.5758,0.83,0.2239,32,51,83.0,Night,Sunday,Weekend
3459,2011-05-29,0,5,1,0,0,0,1,0.62,0.5606,0.88,0.1642,17,49,66.0,Night,Sunday,Weekend
3460,2011-05-29,0,5,2,0,0,0,1,0.62,0.5606,0.88,0.1045,12,49,61.0,Night,Sunday,Weekend
3461,2011-05-29,0,5,3,0,0,0,1,0.62,0.5606,0.88,0.1045,2,24,26.0,Night,Sunday,Weekend
3462,2011-05-29,0,5,4,0,0,0,1,0.6,0.5455,0.88,0.0896,13,10,23.0,Night,Sunday,Weekend
3463,2011-05-29,0,5,5,0,0,0,1,0.6,0.5152,0.94,0.1642,3,3,6.0,Night,Sunday,Weekend
3464,2011-05-29,0,5,6,0,0,0,2,0.62,0.5606,0.88,0.194,5,10,15.0,Morning,Sunday,Weekend
3465,2011-05-29,0,5,7,0,0,0,2,0.62,0.5606,0.88,0.2537,13,17,30.0,Morning,Sunday,Weekend
3466,2011-05-29,0,5,8,0,0,0,2,0.62,0.5606,0.88,0.2239,34,62,96.0,Morning,Sunday,Weekend
3467,2011-05-29,0,5,9,0,0,0,2,0.62,0.5455,0.94,0.2537,74,78,152.0,Morning,Sunday,Weekend
3468,2011-05-29,0,5,10,0,0,0,2,0.66,0.6061,0.83,0.2239,114,121,251.0,Morning,Sunday,Weekend
3469,2011-05-29,0,5,11,0,0,0,2,0.66,0.6061,0.83,0.2836,114,180,319.0,Morning,Sunday,Weekend
3470,2011-05-29,0,5,12,0,0,0,2,0.7,0.6667,0.74,0.2239,114,186,402.0,Day,Sunday,Weekend
3471,2011-05-29,0,5,13,0,0,0,1,0.72,0.6818,0.7,0.2836,114,181,418.0,Day,Sunday,Weekend
